"","id","progress","leo","duration_in_seconds","finished","recorded_date","age","gend","aian","asian","black","nhpi","white","ethnicity","year_position","year_field","ooas1","ooas2","ooas3","ooas4","ooas5","ooas6","narrcb1","narrcb2","narrcb3","narrcb4","mhl1","mhl2","mhl3","mhl4","burnout1","burnout2","burnout3","burnout4","burnout5","burnout6","burnout7","burnout8","burnout9"
"338",13,100,1,374,TRUE,"2022-02-24T14:42:14Z",28,"Man","0","0","0","0","White","Non-Hispanic",7,7,4,1,1,1,1,4,4,4,4,1,1,1,5,1,1,6,1,1,1,1,1,1,7
"1060",14,100,0,879,TRUE,"2022-02-18T19:51:08Z",NA,"Man","0","0","0","0","White","Non-Hispanic",0,1,1,1,2,3,1,4,1,1,1,1,2,1,5,5,3,3,2,2,1,4,5,7,3
"253",15,100,1,862,TRUE,"2021-12-07T16:16:03Z",30,"Man","0","0","0","0","White","Non-Hispanic",5,5,3,3,1,3,2,4,4,3,3,4,3,4,4,4,2,2,2,3,2,2,3,3,3
"303",16,100,1,997,TRUE,"2022-01-31T14:48:02Z",23,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,1,1,2,3,2,3,2,2,1,2,3,1,4,4,2,2,2,2,1,1,4,4,4
"256",17,100,1,1018,TRUE,"2021-12-07T16:19:18Z",48,"Man","0","0","0","0","White","Non-Hispanic",5,25,4,2,1,3,3,4,3,3,3,3,5,1,4,4,6,4,3,5,3,4,4,5,5
"346",18,100,1,701,TRUE,"2022-03-29T14:02:17Z",33,"Man","0","0","0","0","White","Non-Hispanic",12,12,3,3,2,3,2,4,4,4,3,2,4,2,3,4,3,2,2,5,1,2,3,4,3
"1931",19,100,1,386,TRUE,"2022-12-08T20:01:26Z",38,"Man","0","0","0","0","White","Non-Hispanic",0,0,3,2,2,3,2,4,3,3,3,3,3,2,4,4,2,2,1,1,1,1,5,5,6
"1409",20,100,1,1377,TRUE,"2022-05-17T12:24:43Z",48,"Man","0","0","0","0","0",NA,23,13,4,2,1,3,3,3,4,3,3,4,5,2,4,4,5,5,5,5,5,5,1,2,1
"371",21,100,1,1040,TRUE,"2022-04-08T13:45:55Z",33,"Woman","0","0","0","0","White","Non-Hispanic",9,10,3,2,1,3,2,4,2,2,2,2,2,1,5,5,4,2,2,2,2,2,7,7,5
"1906",22,100,1,7365,TRUE,"2022-12-01T06:20:39Z",36,"Man","0","0","0","0","White","Non-Hispanic",2.8,2.8,4,3,2,4,3,2,4,4,2,3,3,4,3,3,4,6,4,1,2,1,1,7,2
"789",23,100,1,923,TRUE,"2022-11-28T14:17:33Z",29,"Man","0","0","0","0","White","Non-Hispanic",2,2,2,1,1,3,2,3,2,2,2,3,3,1,4,4,3,3,3,3,1,1,5,5,6
"1822",24,100,1,659,TRUE,"2022-10-29T21:31:29Z",38,"Man","0","0","0","0","White","Non-Hispanic",2,16,3,2,2,4,2,3,4,4,2,3,1,1,5,4,2,2,2,2,1,1,3,4,5
"1342",25,100,1,1036,TRUE,"2022-05-05T09:37:39Z",NA,"Man","0","0","0","0","White","Non-Hispanic",1,1,2,2,3,2,2,4,2,2,2,3,2,1,4,4,2,2,2,1,1,1,5,6,6
"472",26,100,1,1499,TRUE,"2022-07-20T13:35:17Z",28,"Woman","0","0","African American / Black","0","0","Non-Hispanic",2,2,3,2,3,3,2,3,3,3,2,2,2,2,4,4,6,4,2,2,1,1,6,4,7
"905",27,100,0,771,TRUE,"2021-07-12T14:47:20Z",25,"Man","0","0","0","Hawaiian/ Pacific Islander","0","Non-Hispanic",10,15,3,2,2,3,2,3,3,3,1,2,4,2,4,4,2,2,1,2,1,1,2,3,2
"257",28,100,1,1045,TRUE,"2021-12-07T16:19:47Z",58,"Man","Native American/ Alaskan","0","0","0","0","Non-Hispanic",1,31,1,1,1,2,2,4,2,2,2,2,3,2,4,4,4,3,2,2,1,1,2,2,2
"1022",29,100,0,556,TRUE,"2022-02-14T19:42:09Z",24,"Man","0","0","0","0","White","Non-Hispanic",1,1,2,3,3,3,1,4,4,4,4,2,3,3,3,3,2,2,2,2,1,1,1,2,2
"1628",30,100,1,691,TRUE,"2022-06-28T18:52:42Z",47,"Man","0","0","0","0","White","Non-Hispanic",1,25,3,2,2,3,2,3,3,3,2,2,2,1,4,5,4,4,4,4,2,1,2,2,3
"504",31,100,1,645,TRUE,"2022-08-05T13:14:14Z",31,"Man","0","0","0","0","White","Non-Hispanic",3,3,2,2,2,3,2,3,4,4,4,3,1,4,4,4,6,6,6,7,4,4,4,4,4
"182",32,100,1,1215,TRUE,"2021-09-30T20:06:12Z",37,"Man","0","0","0","0","White","Non-Hispanic",15,15,1,2,1,3,1,3,3,3,1,1,3,1,5,5,7,7,4,3,1,1,1,4,3
"438",33,100,1,518,TRUE,"2022-07-12T18:11:22Z",NA,"Man","0","0","0","0","White","Non-Hispanic",1,1,4,2,1,4,4,2,4,4,4,4,4,4,4,4,1,1,1,1,7,4,7,3,7
"1915",34,100,1,1739,TRUE,"2022-12-07T20:14:15Z",50,"Man","0","0","0","0","White","Non-Hispanic",2,18,2,3,2,3,2,4,2,3,2,3,3,4,4,5,6,5,6,5,6,6,6,6,6
"691",35,100,1,1063,TRUE,"2022-10-14T13:13:39Z",27,"Man","0","0","0","0","White","Non-Hispanic",5,5,2,2,2,3,2,3,3,3,2,2,2,2,4,4,5,5,3,7,3,4,3,3,3
"1295",36,100,1,1525,TRUE,"2022-05-02T07:18:42Z",NA,"Man","0","0","0","0","White","Non-Hispanic",1,1,2,2,2,2,NA,4,3,1,1,1,1,1,5,5,2,2,1,1,1,1,5,7,4
"910",37,100,0,815,TRUE,"2021-07-14T14:55:16Z",42,"Man",NA,NA,NA,NA,NA,"Non-Hispanic",8,16,3,3,2,3,2,3,3,2,3,2,1,1,5,5,2,1,1,1,1,1,7,7,7
"508",38,100,1,844,TRUE,"2022-08-05T13:22:17Z",41,"Man","0","0","0","0","White","Non-Hispanic",3,11,3,2,2,2,2,4,2,2,2,2,3,1,4,4,4,3,2,1,1,1,4,4,4
"242",39,100,1,687,TRUE,"2021-12-02T15:13:53Z",37,"Man","0","0","0","0","White","Non-Hispanic",1,11,2,2,2,3,2,3,2,3,2,2,3,2,4,4,4,2,1,2,1,1,3,5,5
"6",40,100,1,489,TRUE,"2020-12-17T16:20:13Z",50,"Man","0","0","0","0","White","Non-Hispanic",11,11,3,1,1,3,2,4,2,1,1,1,4,1,5,5,6,6,7,7,7,4,2,6,6
"402",41,100,1,743,TRUE,"2022-05-12T14:10:11Z",33,"Man","0","0","0","0","White","Non-Hispanic",8,8,1,2,2,2,2,4,2,2,2,2,2,2,4,4,2,2,2,2,1,1,2,2,2
"2094",42,100,1,1629,TRUE,"2023-01-03T13:23:07Z",48,"Woman","0","0","0","0","White","Non-Hispanic",NA,NA,2,2,2,2,3,3,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1
"1294",43,100,1,817,TRUE,"2022-05-02T03:51:59Z",45,"Man","0","0","0","0","White","Non-Hispanic",0,4,1,1,1,3,1,4,3,3,1,1,1,1,5,5,1,1,1,1,1,1,7,7,7
"760",44,100,1,688,TRUE,"2022-11-14T14:06:53Z",42,"Man","0","0","0","0","White","Non-Hispanic",20,20,3,3,2,3,1,4,3,3,3,2,3,2,4,3,5,4,4,2,1,1,4,3,3
"1765",45,100,1,907,TRUE,"2022-10-01T03:48:55Z",24,"Man","0","0","0","0","White","Non-Hispanic",0,0,3,3,1,2,1,4,2,2,1,2,2,1,4,4,6,6,6,1,1,1,5,6,7
"1186",46,100,0,607,TRUE,"2022-09-23T18:17:00Z",37,"Man","0","0","0","0","White","Non-Hispanic",10,10,3,2,2,2,2,4,4,3,2,2,2,1,5,5,2,2,1,2,1,1,5,5,6
"1199",47,100,0,1368,TRUE,"2022-11-01T14:35:00Z",40,"Other (specify):","0","0","0","0","0",NA,10,10,3,2,3,3,2,3,3,3,3,2,3,1,3,4,2,2,3,3,1,2,2,2,2
"1472",48,100,1,1570,TRUE,"2022-05-23T15:29:53Z",46,"Man","0","0","0","0","White","Non-Hispanic",0,13,3,2,3,2,2,3,2,2,2,2,3,1,4,4,3,2,2,2,1,1,2,2,3
"582",49,100,1,1127,TRUE,"2022-08-29T13:17:42Z",34,"Man","0","0","African American / Black","0","0","Non-Hispanic",1,1,2,2,2,3,2,3,3,2,2,3,2,2,4,4,2,2,2,3,2,2,3,3,4
"246",50,100,1,732,TRUE,"2021-12-02T15:18:34Z",51,"Man","0","0","0","0","White","Non-Hispanic",4,26,2,2,2,2,2,4,3,3,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1
"562",51,100,1,1329,TRUE,"2022-08-26T13:25:42Z",30,"Man","0","0","0","0","White","Non-Hispanic",0,0,3,2,2,3,1,4,3,3,2,2,3,2,4,4,5,4,1,1,1,1,4,4,5
"951",52,100,0,647,TRUE,"2021-09-27T15:17:42Z",34,"Man","0","0","0","0","White","Non-Hispanic",4,4,2,2,2,3,2,3,3,3,3,2,2,2,4,4,1,1,1,1,1,1,5,7,7
"445",53,100,1,1027,TRUE,"2022-07-12T18:20:43Z",44,"Man","0","0","0","0","White","Non-Hispanic",15,2,3,2,2,3,2,3,3,3,2,2,4,1,5,4,2,1,1,1,1,1,2,6,5
"3",54,100,1,512,TRUE,"2020-12-17T15:44:22Z",50,"Woman","0","0","0","0","White","Non-Hispanic",1,26,3,2,2,4,2,4,3,3,2,2,3,2,5,5,6,6,4,6,1,1,5,7,7
"36",55,100,1,1360,TRUE,"2020-12-18T21:33:50Z",44,"Man","0","0","0","0","White","Non-Hispanic",24,24,3,4,2,4,2,3,4,4,3,4,3,2,4,4,4,2,2,5,1,2,4,4,4
"133",56,100,1,999,TRUE,"2021-08-20T14:22:25Z",42,"Man","0","0","0","0","White","Non-Hispanic",0,20,2,2,2,3,2,3,2,3,2,2,3,1,4,4,4,4,2,2,1,2,4,3,3
"1933",57,100,1,180,TRUE,"2022-12-08T21:40:48Z",32,"Man","0","0","0","0","White","Non-Hispanic",0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"764",58,100,1,891,TRUE,"2022-11-16T14:13:14Z",34,"Man","0","0","0","0","White","Non-Hispanic",1,1,2,2,2,3,2,3,2,3,2,2,2,2,4,4,3,2,2,5,1,1,1,4,2
"1109",59,100,0,713,TRUE,"2022-06-24T14:19:12Z",32,"Man","0","0","0","0","White","Non-Hispanic",5,5,3,2,2,3,2,3,4,4,3,2,2,2,3,2,3,7,1,1,1,1,1,4,4
"434",60,100,1,1338,TRUE,"2022-06-23T14:25:55Z",51,"Man","0","0","0","0","White","Non-Hispanic",18,30,4,4,2,3,3,3,4,3,4,3,2,1,5,4,2,2,2,2,1,2,5,6,2
"1494",61,100,1,582,TRUE,"2022-05-24T18:23:03Z",NA,"Man","0","0","0","0","White","Non-Hispanic",2,23,2,2,2,3,2,3,2,2,2,2,3,2,4,4,1,1,1,1,1,1,4,2,4
"302",62,100,1,919,TRUE,"2022-01-31T14:47:51Z",33,"Man","0","0","0","0","White","Hispanic",NA,NA,3,4,2,2,2,4,2,2,2,2,2,2,4,4,4,2,2,2,1,1,4,2,2
"1600",63,100,1,271,TRUE,"2022-06-15T23:11:19Z",NA,"Woman","Native American/ Alaskan","0","African American / Black","0","White","Hispanic",5,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,1,1,1,1,4,4,4
"1703",64,100,1,1000,TRUE,"2022-08-17T19:52:26Z",24,"Man","0","0","0","0","White","Non-Hispanic",0,0,2,1,1,1,1,4,1,1,1,1,2,3,4,4,2,2,2,1,1,1,7,7,7
"372",65,100,1,966,TRUE,"2022-04-08T13:46:07Z",36,"Man","0","0","0","0","White","Non-Hispanic",7,7,3,1,1,2,2,4,2,2,2,2,2,1,4,4,3,3,3,3,1,1,2,3,3
"1114",66,100,0,2195,TRUE,"2022-06-24T14:43:45Z",21,"Man","0","0","0","0","White","Non-Hispanic",1,1,2,2,3,2,1,4,2,2,2,2,2,1,4,4,2,2,2,2,1,1,1,4,4
"1597",67,100,1,2056,TRUE,"2022-06-15T17:56:43Z",36,"Woman","0","0","0","0","White","Non-Hispanic",8,10,2,2,2,2,2,3,2,2,2,2,3,1,4,4,1,1,1,1,1,1,6,7,7
"1318",68,100,1,345128,TRUE,"2022-05-03T16:11:26Z",34,"Woman","0","0","0","0","White","Non-Hispanic",1,7,3,2,2,2,2,4,3,3,2,2,2,1,5,5,4,2,1,1,1,1,6,7,7
"575",69,100,1,1110,TRUE,"2022-08-29T13:10:46Z",27,"Man","0","0","0","0","White","Non-Hispanic",3,3,3,2,2,3,2,4,3,3,2,2,3,1,4,4,4,4,2,2,1,1,1,7,7
"849",70,85,0,1212,FALSE,"2020-12-24T14:31:07Z",50,"Man","0","0","0","0","White","Non-Hispanic",14,26,3,2,2,3,2,2,2,2,2,2,3,2,4,4,6,6,6,7,6,2,2,2,2
"908",71,100,0,1086,TRUE,"2021-07-12T14:50:54Z",40,"Man","0","0","0","0","White","Non-Hispanic",15,18,2,2,1,3,1,4,2,1,2,2,5,5,3,3,4,4,1,1,1,2,1,3,3
"403",72,100,1,1013,TRUE,"2022-05-12T14:11:33Z",46,"Man","0","0","0","0","White","Non-Hispanic",2,4,3,2,1,3,1,4,2,2,1,1,1,1,5,5,1,1,1,1,1,1,1,7,7
"817",73,100,0,514,TRUE,"2020-12-09T15:13:50Z",22,"Woman","0","0","0","0","White","Non-Hispanic",0,0,3,2,2,3,2,3,3,3,2,3,4,2,4,4,2,1,1,1,1,1,7,7,7
"1153",74,100,0,820,TRUE,"2022-09-02T14:20:32Z",46,"Woman",NA,NA,NA,NA,NA,"Non-Hispanic",10,15,2,2,2,2,2,4,2,2,2,2,3,1,5,5,2,2,2,2,1,1,4,5,5
"853",75,100,0,915,TRUE,"2021-01-27T14:53:40Z",51,"Man","0","0","0","0","White","Non-Hispanic",0,32,2,2,2,2,2,3,3,3,2,2,4,1,4,4,2,1,4,4,2,7,6,6,NA
"890",76,100,0,850,TRUE,"2021-07-08T13:10:20Z",28,"Man","0","0","0","0","White","Non-Hispanic",2,3,3,4,2,3,1,3,3,3,1,2,2,1,4,4,1,1,1,4,1,2,2,4,3
"150",77,100,1,977,TRUE,"2021-09-14T14:11:39Z",46,"Man","0","0","0","0","White","Non-Hispanic",7,13,4,4,2,4,4,3,4,3,4,4,5,2,4,4,4,5,4,6,1,2,7,2,2
"576",78,100,1,1217,TRUE,"2022-08-29T13:11:48Z",25,"Woman","0","0","0","0","White","Non-Hispanic",3,3,2,3,1,3,2,3,3,3,3,3,5,1,4,4,2,1,1,2,1,1,4,3,2
"1191",79,100,0,1039,TRUE,"2022-09-23T18:19:52Z",58,"Man","0","0","0","0","White","Non-Hispanic",28,28,2,2,2,2,3,4,3,3,3,2,2,1,5,5,1,2,2,1,1,1,1,4,2
"616",80,100,1,1433,TRUE,"2022-09-02T13:15:01Z",43,"Man","0","0","0","0","White","Non-Hispanic",13,13,3,3,1,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,2,2,2,2,2
"273",81,100,1,836,TRUE,"2021-12-09T16:15:53Z",38,"Man","0","0","0","0","White","Non-Hispanic",9,18,1,1,1,4,4,4,2,2,2,2,3,3,3,3,1,1,1,1,1,1,1,3,1
"363",82,100,1,1412,TRUE,"2022-03-31T14:20:37Z",36,"Man","0","0","0","0","White","Non-Hispanic",14,15,3,3,3,3,2,3,3,3,3,3,2,2,4,4,2,2,2,4,2,1,1,3,4
"428",83,100,1,1077,TRUE,"2022-06-23T14:21:38Z",35,"Man","0","0","0","0","White","Non-Hispanic",14,2,4,3,3,3,2,4,3,3,2,3,2,1,4,4,4,2,2,4,1,1,4,2,2
"571",84,100,1,946,TRUE,"2022-08-29T13:08:08Z",44,"Man","0","0","0","0","White","Non-Hispanic",8,16,1,1,2,3,2,4,2,2,1,1,3,2,4,4,2,2,1,3,1,1,4,5,5
"599",85,100,1,1231,TRUE,"2022-08-31T13:25:43Z",44,"Man","0","0","African American / Black","0","0","Non-Hispanic",16,16,3,1,2,2,4,4,3,3,3,2,4,4,4,4,3,2,1,3,4,3,5,3,3
"154",86,100,1,1219,TRUE,"2021-09-14T14:17:17Z",43,"Man","0","0","0","0","White","Non-Hispanic",13,13,2,2,1,3,2,3,2,2,2,2,2,1,4,4,2,2,2,2,1,1,2,2,3
"820",87,100,0,673,TRUE,"2020-12-09T15:19:12Z",39,"Man","0","0","0","0","White","Non-Hispanic",11,16,2,2,2,2,2,3,3,2,2,2,3,3,3,3,7,4,4,4,4,4,4,4,4
"1604",88,100,1,119746,TRUE,"2022-06-17T05:08:21Z",36,"Woman","0","0","0","0","White","Non-Hispanic",9,10,3,2,1,2,1,4,3,4,1,1,1,1,5,5,1,1,1,1,1,1,7,7,7
"503",89,100,1,742,TRUE,"2022-08-05T13:12:46Z",29,"Man","0","0","African American / Black","0","0","Non-Hispanic",4,4,3,2,1,3,2,4,3,2,2,2,2,1,4,5,2,6,4,2,1,1,5,6,6
"1185",90,100,0,1571,TRUE,"2022-09-23T14:29:14Z",54,"Man","0","0","0","0","White","Non-Hispanic",2,34,2,3,3,2,2,4,2,2,1,2,4,2,4,5,5,6,1,2,1,2,7,6,7
"979",91,100,0,552,TRUE,"2021-11-11T19:44:56Z",30,"Man","0","0","0","0","White","Non-Hispanic",0,5,4,3,3,3,1,4,4,3,2,1,3,1,5,5,4,6,4,3,1,1,4,3,3
"1423",92,100,1,2955,TRUE,"2022-05-17T19:48:41Z",39,"Man","0","0","0","0","White","Non-Hispanic",7,18,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2,1,2,1,1,4,4,4
"9",93,100,1,735,TRUE,"2020-12-17T18:16:44Z",27,"Woman","0","0","0","0","White","Non-Hispanic",0,3,3,2,2,2,2,4,2,3,2,2,3,1,5,5,2,2,1,1,1,1,7,7,7
"423",94,100,1,971,TRUE,"2022-06-23T14:19:09Z",38,"Man","0","0","0","0","White","Non-Hispanic",6,8,3,2,2,3,3,3,3,3,2,2,2,1,4,4,5,3,2,1,1,1,2,2,3
"898",95,100,0,969,TRUE,"2021-07-09T14:12:08Z",31,"Man","0","0","0","0","White","Non-Hispanic",6,9,4,2,1,3,2,3,3,3,2,3,4,3,3,3,2,1,2,1,1,1,2,6,7
"833",96,100,0,1087,TRUE,"2020-12-09T15:32:28Z",25,"Woman","0","0","African American / Black","0","White","Non-Hispanic",2,2,3,3,2,3,2,3,4,2,3,1,5,2,4,4,7,3,1,3,1,NA,1,7,4
"484",97,100,1,1102,TRUE,"2022-08-01T13:20:28Z",26,"Man","0","0","0","0","White","Non-Hispanic",4,4,3,4,4,4,1,4,4,3,2,2,5,1,5,5,7,7,2,3,1,1,1,6,5
"1004",98,100,0,477,TRUE,"2022-01-20T19:34:14Z",NA,"Man","0","0","0","0","White","Non-Hispanic",0,2,2,2,2,3,1,4,2,2,2,2,3,1,3,4,4,4,3,2,3,2,5,6,6
"1183",99,100,0,1243,TRUE,"2022-09-23T14:22:24Z",43,"Man","0","0","0","0","White","Non-Hispanic",8,17,3,2,2,3,2,3,3,3,3,3,1,1,5,5,2,2,1,7,2,2,2,6,6
"569",100,100,1,832,TRUE,"2022-08-29T13:05:26Z",22,"Man","0","0","0","0","White","Non-Hispanic",1,1,3,2,2,3,2,3,2,3,2,2,3,2,4,4,4,4,1,1,1,1,6,4,6
"561",101,100,1,1232,TRUE,"2022-08-26T13:24:39Z",35,"Man","0","0","0","0","White","Non-Hispanic",11,11,4,3,2,3,3,3,4,4,4,3,2,1,4,4,3,3,4,3,2,2,3,2,2
"650",102,100,1,1897,TRUE,"2022-10-03T13:33:37Z",42,"Man","0","0","African American / Black","0","0","Non-Hispanic",5,14,2,1,1,4,2,4,3,3,1,1,2,2,3,5,6,6,1,4,1,1,2,2,2
"71",103,100,1,1252,TRUE,"2021-03-12T14:29:48Z",42,"Man","0","0","0","0","White","Non-Hispanic",14,14,2,2,2,3,2,3,4,2,3,2,3,2,3,3,6,4,6,2,1,1,5,7,7
"659",104,100,1,862,TRUE,"2022-10-06T13:11:29Z",44,"Man","0","0","African American / Black","0","0",NA,15,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,2,4,3
"170",105,100,1,1191,TRUE,"2021-09-16T14:18:48Z",28,"Man","0","0","0","0","White","Non-Hispanic",0,3,2,3,2,2,2,4,3,3,2,2,2,1,4,5,2,1,2,2,1,2,6,7,7
"1511",106,100,1,861,TRUE,"2022-05-25T15:22:06Z",51,"Man","0","0","0","0","White","Non-Hispanic",14,14,3,3,2,3,2,3,3,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2
"137",107,100,1,1139,TRUE,"2021-08-20T14:34:36Z",46,"Man","0","0","0","0","White","Non-Hispanic",1.2,24,2,2,2,2,2,3,2,2,2,3,3,2,5,4,4,2,2,2,1,1,2,2,3
"1051",108,100,0,1334,TRUE,"2022-02-18T15:44:08Z",49,"Man","0","0","0","0","White","Non-Hispanic",13,13,3,2,2,3,2,4,2,3,3,2,4,2,4,3,4,2,2,4,2,1,4,2,3
"161",109,100,1,780,TRUE,"2021-09-16T14:11:44Z",36,"Man","0","0","0","0","White","Non-Hispanic",1,13,4,2,2,3,2,3,2,1,1,1,4,2,4,4,4,2,2,2,1,1,6,6,5
"61",110,100,1,1150,TRUE,"2021-03-10T21:29:30Z",NA,"Man","0","0","0","0","White","Hispanic",5,7,2,2,2,3,1,4,3,3,3,2,2,2,5,4,2,2,2,1,1,1,5,7,4
"1905",111,100,1,1370,TRUE,"2022-12-01T06:04:44Z",31,"Man","0","0","0","0","White","Non-Hispanic",4,4,4,4,1,4,3,3,4,4,3,4,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018",112,100,0,1252,TRUE,"2022-02-14T15:22:34Z",25,"Man","0","0","0","0","White","Non-Hispanic",2,7,3,2,2,2,1,4,3,3,2,2,3,3,3,3,2,1,2,3,1,1,2,4,5
"102",113,100,1,981,TRUE,"2021-04-23T13:13:10Z",25,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,1,2,2,3,1,4,3,3,2,2,4,4,4,4,2,1,1,1,1,1,1,4,4
"244",114,100,1,938,TRUE,"2021-12-02T15:16:27Z",30,"Man","0","0","0","0","White","Non-Hispanic",2,7,3,2,2,3,2,3,3,2,2,2,4,2,4,4,2,2,1,2,1,1,4,3,5
"122",115,100,1,756,TRUE,"2021-05-25T19:27:25Z",29,"Man","0","0","0","0","White","Non-Hispanic",6,6,3,2,2,3,3,3,3,3,3,3,5,3,2,5,5,5,5,7,3,4,4,2,2
"1090",116,100,0,1707,TRUE,"2022-04-21T15:08:29Z",45,"Woman","0","0","0","0","White","Non-Hispanic",0,25,1,3,1,3,1,4,1,3,3,3,4,1,3,5,2,2,1,7,2,2,2,7,2
"1742",117,100,1,2222,TRUE,"2022-09-27T00:27:22Z",48,"Man","0","0","0","0","White","Non-Hispanic",19,19,2,2,2,2,2,3,3,2,2,2,3,3,4,4,4,4,4,4,1,1,4,4,4
"1415",118,100,1,1841,TRUE,"2022-05-17T16:43:43Z",46,"Woman","0","0","0","0","White","Non-Hispanic",5,14,3,1,2,3,2,3,2,2,2,2,3,2,4,4,4,4,4,5,3,1,5,6,4
"1023",119,100,0,620,TRUE,"2022-02-14T19:45:21Z",36,"Man","0","0","0","0","White","Non-Hispanic",4,20,3,2,2,2,2,4,3,3,3,2,2,2,5,5,4,1,2,3,1,2,2,2,3
"98",120,100,1,917,TRUE,"2021-04-23T13:11:06Z",25,"Man","0","0","0","0","White","Non-Hispanic",NA,NA,3,1,2,2,1,4,3,3,2,2,3,2,4,4,2,2,2,2,1,1,4,2,3
"806",121,100,0,525,TRUE,"2020-09-24T18:15:50Z",33,"Woman","0","0","0","0","White","Non-Hispanic",0,10,3,2,1,3,2,3,3,3,3,3,4,2,4,4,6,5,3,5,2,2,3,6,6
"1329",122,100,1,675,TRUE,"2022-05-04T13:49:34Z",47,"Man","0","0","0","0","White","Non-Hispanic",2,13,1,1,1,2,1,4,3,3,1,1,3,1,5,5,7,7,4,5,3,2,4,4,6
"1519",123,100,1,1106,TRUE,"2022-05-26T11:30:32Z",52,"Man","0","0","0","0","White","Hispanic",14,14,3,2,2,3,2,3,3,3,3,3,4,2,4,4,7,7,6,2,1,1,1,1,1
"688",124,100,1,1078,TRUE,"2022-10-14T13:08:20Z",34,"Man","0","0","African American / Black","0","0","Non-Hispanic",NA,NA,4,2,3,3,3,4,3,3,2,2,3,1,5,5,1,2,1,1,1,1,1,1,6
"1894",125,100,1,3991,TRUE,"2022-11-30T18:55:23Z",49,"Man","0","0","0","0","White","Non-Hispanic",12,23,3,2,2,4,2,4,3,4,3,2,3,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
